bf,bf,tg,gh,bj,ml,ci,gn,lr,ng,sl,ne,mr,sn,gw,gm,st,cm,gq,eh,dz,ga,td,ma,cg,cv,ly,cf,tn,gi,mt,pt,es,cd,ao,ad,sd,va,it,mc,eg,gr,sm,fr,rw,al,bi,ug,me,ch,mk,ba,hr,xk,li,si,je,rs,gg,sh,at,lu,gz,bg,il,be,zm,cy,ps,hu,jo,cz,de,er,nl,na,lb,sk,ro,tz,ke,et,ie,im,tr,pl,sy,bw,dj,gb,md,zw,mw,dk,ua,sa,iq,lt,by,so,mz,kw,ye,no,za,lv,ge,am,fo,se,sz,ee,ls,bh,km,az,qa,gf,yt,fi,ae,is,ir,sr,om,bb,br,mg,gy,pm,mq,lc,dm,vc,ag,tt,gp,gd,ms,sc,kn,ai,tm,vg,bm,vi,pr,uz,ve,gl,re,an,do,py,af,sj,kz,aw,mu,bv,tc,pk,bo,ht,uy,tj,kg,bs,co,jm,cu,gs,mv,io,ky,pe,ar,in,ec,pa,cr,np,lk,fk,ni,cl,hn,bz,sv,gt,us,bt,bd,ru,tf,aq,ca,hm,mn,mm,mx,cn,th,la,cc,my,kh,sg,vn,mo,hk,cx,kp,kr,tw,bn,id,ph,jp,pn,tl,pw,mp,au,gu,pg,fm,pf,nz,ck,mh,nf,sb,nr,ki,nc,nu,vu,as,to,tk,ws,tv,wf,fj
bg,bg,mk,ro,xk,rs,al,me,gr,md,ba,hu,ua,sk,hr,si,tr,at,sm,it,va,cy,cz,pl,mt,by,lb,li,lt,ch,ge,sy,mc,de,ps,gz,il,lv,am,jo,lu,tn,ee,be,nl,eg,az,fr,dk,iq,ad,ly,se,fi,je,gg,no,es,kw,gb,im,dz,ir,gi,ie,sa,pt,tm,bh,fo,qa,td,ma,uz,ne,kz,sd,er,ae,om,is,ye,af,dj,tj,sj,ml,et,kg,cf,eh,ng,pk,cm,mr,bf,bj,tg,ug,so,gh,gl,gq,cg,ke,sn,ci,rw,gn,ga,gm,st,bi,gw,cd,sl,lr,np,ru,in,cv,tz,mn,bt,ao,sc,pm,zm,bd,mw,km,mv,yt,cn,lk,mm,zw,mz,mg,io,bw,na,la,th,bm,sz,re,mu,kp,ls,ca,za,mo,kh,hk,kr,sh,vn,ag,ai,gp,ms,kn,my,dm,bb,mq,vg,vi,tw,lc,vc,gf,pr,gd,jp,tt,sg,tc,sr,do,bs,gy,ht,us,cu,an,cc,aw,ph,bn,jm,ve,ky,id,cx,br,co,hn,bz,ni,pa,gt,cr,sv,mx,mp,pw,bv,tf,bo,gu,ec,py,tl,pe,hm,uy,fm,gs,ar,pg,cl,aq,fk,au,mh,nr,sb,tv,vu,ki,nc,tk,wf,fj,nf,ws,as,pn,to,nu,pf,nz,ck
bh,bh,qa,ae,kw,sa,om,ir,iq,ye,sy,jo,az,ps,il,er,am,tm,lb,gz,dj,af,pk,cy,ge,eg,tr,uz,et,so,tj,sd,kg,kz,in,bg,ua,gr,md,mk,ro,ke,al,xk,np,ly,rs,ug,me,sc,mv,td,ba,hu,mt,by,sk,lk,hr,cf,rw,si,it,va,lt,pl,bt,bi,at,sm,tz,bd,cz,lv,tn,ee,io,km,li,yt,mc,ch,de,fi,ne,se,cm,cd,mm,lu,dk,mw,cg,be,nl,ad,ng,fr,dz,no,mg,zm,gq,ga,cn,mn,je,mu,mz,gg,es,re,th,la,gi,bj,gb,ao,im,zw,st,tg,ma,pt,ru,bf,ml,ie,fo,gh,kh,sj,my,bw,vn,sz,mr,ci,sg,eh,mo,hk,na,is,cc,gn,ls,lr,sl,sn,za,gm,tw,gw,kp,cx,bn,kr,gl,id,ph,cv,jp,tf,sh,tl,pw,hm,pm,mp,gu,bv,au,bm,fm,ca,pg,gf,ag,bb,gp,ai,ms,dm,mq,kn,lc,vg,sr,vc,vi,gd,tt,pr,gy,aq,tc,do,br,bs,ht,gs,us,an,aw,cu,ve,sb,jm,mh,nr,ky,py,uy,bo,co,vu,nc,hn,bz,pa,ni,fk,cr,gt,mx,sv,ar,nf,ec,pe,tv,cl,fj,nz,wf,ki,tk,to,ws,as,nu,ck,pf,pn
bi,bi,rw,ug,tz,cd,ke,zm,mw,cf,ao,cg,zw,km,sd,mz,et,yt,so,ga,bw,dj,gq,cm,er,td,na,mg,sz,st,ng,sc,ls,ye,za,ne,eg,bj,re,sa,tg,mu,ly,gh,jo,il,bf,gz,qa,bh,ae,om,ps,kw,ci,lb,cy,iq,sy,ml,lr,dz,gn,io,mt,tn,ir,tr,gr,sl,sh,mv,al,mk,am,bg,az,xk,mr,me,ge,gw,sn,it,gm,va,rs,ba,ro,ma,sm,eh,hr,tm,pk,md,si,mc,hu,gi,af,ua,lk,ad,at,sk,es,li,ch,in,cz,uz,pt,fr,bv,pl,cv,tf,tj,lu,de,by,be,lt,nl,je,gg,lv,kg,kz,np,hm,dk,ee,se,im,bd,gb,ie,fi,bt,no,cc,mm,fo,my,th,gs,aq,sg,la,cx,kh,is,cn,vn,sj,br,mn,gf,id,uy,bn,mo,hk,ru,sr,fk,py,gl,gy,pm,bb,ar,lc,tt,mq,vc,dm,gd,tw,bo,ph,ag,gp,ms,kn,ai,tl,vg,vi,bm,ve,pr,cl,kp,kr,an,aw,do,au,tc,ht,pe,co,pw,jp,bs,jm,cu,ec,ky,pa,pg,cr,gu,ni,mp,hn,ca,bz,sv,gt,us,fm,nz,nf,sb,mx,nc,vu,nr,mh,fj,pn,to,tv,wf,nu,ws,as,ck,tk,pf,ki
bj,bj,tg,gh,bf,ng,ci,ne,st,cm,ml,gq,gn,lr,ga,sl,cg,td,sn,mr,gw,gm,cf,dz,eh,ly,cd,ma,tn,ao,cv,sd,gi,mt,rw,bi,ug,pt,es,eg,ad,it,va,zm,gr,mc,al,sh,sm,na,tz,mk,me,ke,fr,gz,er,xk,ba,il,hr,et,ch,ps,jo,rs,li,cy,si,bw,zw,mw,bg,lb,at,dj,je,gg,hu,lu,be,ro,tr,cz,sk,sy,de,nl,mz,sa,so,md,za,pl,iq,ie,im,ye,sz,ua,ls,gb,km,kw,dk,yt,bh,ge,am,by,lt,qa,az,lv,ae,no,mg,ee,se,ir,om,fo,sc,gf,fi,is,sr,br,tm,re,bb,gy,mu,lc,pm,mq,dm,vc,tt,ag,gd,gp,ms,uz,kn,bv,ai,af,vg,pk,vi,bm,kz,pr,py,tj,gl,ve,sj,uy,an,bo,do,mv,kg,aw,io,gs,tc,ht,in,co,bs,jm,lk,cu,ar,np,pe,ky,fk,ec,pa,tf,cl,bt,bd,aq,cr,ni,hn,hm,ru,bz,sv,mm,gt,us,mn,ca,cn,th,la,cc,my,mx,kh,sg,vn,cx,mo,hk,kp,bn,id,tw,kr,ph,jp,tl,pw,pn,au,mp,gu,pg,fm,nz,pf,nf,sb,ck,mh,nc,nr,vu,nu,to,ki,as,fj,ws,tk,tv,wf
bm,bm,tc,bs,vg,vi,ai,pr,do,ht,kn,ag,gp,ms,cu,pm,dm,mq,jm,lc,ky,vc,bb,gd,aw,an,tt,us,ve,hn,bz,ni,gy,pa,gt,cr,sv,co,sr,gf,mx,ec,ca,cv,gl,pe,is,ie,pt,eh,fo,im,gb,br,ma,gg,gi,bo,gm,je,es,mr,sn,gw,fr,ad,be,nl,lu,no,sl,dk,gn,ch,py,mc,ml,de,dz,li,lr,sj,se,sm,cz,at,ci,va,it,si,tn,bf,hr,pl,fi,ee,sk,lv,ba,lt,hu,gh,mt,me,tg,rs,uy,bj,xk,al,by,ne,mk,ro,gr,cl,md,bg,ly,ua,ar,ng,st,cm,td,gq,sh,tr,cy,ga,lb,eg,ge,gz,ps,il,sy,cg,jo,pn,am,cf,fk,az,ru,iq,sd,kz,cd,ao,gs,kw,tm,sa,uz,ir,er,rw,pf,ug,bh,bi,qa,na,kg,et,dj,tj,ae,zm,af,mn,ye,ke,bw,tz,om,zw,ki,pk,za,bv,mw,so,ck,kp,ls,jp,mz,sz,tk,as,kr,cn,ws,km,np,nu,yt,mh,aq,bt,wf,in,tv,mg,sc,to,bd,fj,nr,mp,mm,tw,hk,mo,re,gu,la,mv,mu,fm,lk,th,vu,io,nz,sb,vn,nc,kh,ph,nf,pw,my,tf,pg,bn,hm,sg,id,cc,tl,cx,au
bn,bn,id,ph,sg,vn,kh,my,tl,cx,th,mo,hk,la,pw,tw,cc,mm,bd,gu,pg,bt,mp,cn,kr,lk,au,fm,np,kp,in,jp,mv,mn,io,sb,pk,kg,tj,nr,af,vu,nc,mh,ru,uz,om,kz,sc,tm,nf,mu,ae,ir,re,tv,qa,bh,ye,tf,hm,fj,kw,so,sa,az,wf,mg,nz,yt,am,dj,iq,km,ge,to,et,er,tk,ws,sy,as,ke,ki,nu,jo,lb,ps,tr,il,gz,cy,tz,mz,mw,ua,ug,eg,sd,md,by,rw,bi,fi,sj,ee,sz,lv,bg,ro,lt,zw,ck,zm,se,ls,mk,gr,rs,xk,pl,sk,hu,al,me,bw,ba,cz,cf,cd,si,hr,at,za,no,td,dk,ly,de,sm,mt,it,va,li,pf,na,ao,ch,nl,lu,cg,be,mc,tn,fo,aq,cm,gb,fr,gl,is,im,ga,je,ad,gg,gq,ne,ng,ie,bv,dz,st,es,ca,gi,bj,pt,tg,ma,bf,gh,ml,pn,ci,mr,eh,gn,lr,sh,gs,sl,sn,gm,gw,pm,us,fk,mx,cv,bm,ar,gt,bs,cl,bz,sv,uy,cu,hn,ky,tc,ni,jm,ht,do,cr,vg,vi,ai,pr,kn,ag,gp,ms,dm,pa,py,mq,lc,bb,vc,aw,gd,an,br,tt,gf,ec,co,sr,bo,gy,ve,pe
bo,bo,py,br,pe,uy,ec,cl,sr,gy,ar,gf,ve,co,tt,gd,an,vc,aw,bb,pa,lc,mq,dm,cr,ms,gp,ag,kn,ai,pr,vi,vg,do,fk,ni,ht,jm,hn,tc,sv,ky,cu,gt,bz,bs,gs,bm,sh,cv,mx,gw,gm,sl,sn,lr,gn,pn,us,ci,bv,pm,mr,eh,gh,bf,aq,ml,tg,bj,st,ma,gq,ga,ng,pt,gi,na,dz,ne,cm,ao,za,es,cg,ca,pf,bw,ls,ad,ie,cd,gg,je,tn,fr,im,cf,sz,td,zw,gb,zm,is,mc,gl,ly,be,ck,fo,ch,lu,mt,nl,va,it,li,sm,bi,rw,de,mz,mw,hr,si,at,dk,ba,cz,no,me,ug,al,tz,gr,xk,sd,hu,mk,rs,sk,pl,nu,se,bg,ro,ke,eg,nz,as,hm,lt,tf,lv,km,ee,mg,to,md,ws,ki,yt,by,fi,tk,cy,gz,ua,sj,il,ps,et,jo,lb,er,tr,wf,dj,sy,re,fj,so,mu,nf,iq,sa,ge,am,ye,tv,kw,sc,az,bh,qa,nc,vu,ae,ir,om,mh,tm,nr,kz,uz,sb,io,af,ru,tj,pk,au,mv,kg,lk,in,pg,fm,cc,mn,np,cx,jp,mp,gu,tl,bt,kp,bd,cn,kr,mm,pw,sg,my,id,th,la,bn,kh,tw,vn,mo,hk,ph
br,br,py,bo,gf,sr,uy,gy,pe,ve,ar,tt,cl,gd,bb,ec,vc,co,lc,mq,dm,an,aw,ms,ag,gp,kn,ai,vg,vi,pr,pa,do,fk,ht,cr,sh,tc,jm,cv,gs,ni,cu,ky,gw,hn,gm,sl,sv,bs,sn,lr,bz,bm,gt,gn,ci,mr,eh,gh,bf,ml,tg,bv,bj,st,pm,mx,ma,gq,ga,ng,us,na,gi,dz,aq,ne,cm,pt,ao,cg,za,es,pn,bw,cd,ls,ad,cf,tn,td,gg,zm,je,zw,ie,fr,sz,ly,mc,im,mt,gb,bi,be,ch,va,it,rw,lu,li,sm,nl,is,mz,mw,ca,fo,hr,ug,de,si,tz,at,sd,ba,gl,al,me,gr,dk,cz,xk,mk,rs,hu,no,sk,ke,pl,eg,bg,ro,km,pf,se,mg,yt,lt,md,gz,cy,et,il,lv,ps,er,ee,by,jo,lb,ua,tr,fi,dj,hm,tf,sy,so,re,ck,sj,sa,iq,mu,ge,ye,am,kw,sc,az,bh,qa,ae,nz,nu,ir,om,as,to,ws,ki,tm,tk,wf,uz,kz,io,fj,nf,af,pk,tj,mv,tv,kg,nc,ru,vu,in,lk,np,mh,nr,cc,au,sb,mn,bt,bd,cx,mm,cn,my,sg,th,kp,pg,la,jp,tl,fm,kh,kr,id,vn,mp,bn,gu,mo,hk,tw,pw,ph
bs,bs,cu,tc,ky,jm,ht,do,pr,hn,bz,bm,vi,vg,ni,aw,ai,an,gt,sv,kn,gp,ms,cr,ag,pa,dm,mq,lc,vc,gd,us,bb,co,tt,ve,mx,gy,ec,pm,sr,gf,pe,ca,bo,br,cv,gl,py,is,ie,eh,pt,fo,gm,sn,gw,im,gb,mr,cl,uy,ma,gg,gi,je,es,sl,ar,fr,ad,gn,be,nl,no,lu,lr,dk,sj,ml,ch,mc,pn,de,dz,li,ci,se,bf,sm,cz,at,va,it,si,fi,tn,hr,gh,pl,ee,lv,tg,lt,sk,hu,ba,bj,mt,me,fk,by,rs,ne,xk,al,mk,ro,gr,sh,md,bg,pf,ng,ua,ly,st,cm,gs,gq,td,ga,tr,cy,ck,ki,cg,ge,ru,lb,eg,gz,ps,il,cf,sy,jo,am,az,tk,as,iq,ao,ws,sd,cd,nu,kz,kw,tm,wf,na,uz,bv,to,sa,ir,mh,rw,tv,er,bi,ug,mn,bh,fj,kg,zm,qa,bw,tj,jp,et,kp,za,dj,aq,ae,af,zw,ke,tz,nr,ye,kr,ls,mw,om,pk,sz,so,mz,nz,cn,vu,mp,nc,nf,fm,km,sb,gu,np,yt,bt,tw,mg,in,bd,sc,hk,mo,mm,pw,la,pg,re,ph,mu,th,mv,vn,lk,kh,hm,tf,io,bn,my,au,tl,id,sg,cx,cc
bt,bt,bd,np,mm,in,la,cn,th,pk,kg,tj,kh,af,vn,mo,lk,hk,mn,uz,my,kz,tw,tm,sg,mv,om,ir,bn,kr,ph,kp,ae,qa,bh,ru,id,az,kw,io,am,cc,iq,ye,cx,ge,sa,jp,sy,pw,sc,lb,tr,jo,dj,so,ps,il,er,gz,cy,ua,tl,et,mp,md,by,gu,eg,bg,ro,ee,fi,lv,lt,mk,rs,gr,xk,sk,ke,pl,se,mu,hu,sd,al,sj,me,re,ba,yt,km,cz,fm,si,hr,at,ug,pg,no,dk,mg,de,sm,tz,it,va,mt,ly,li,rw,ch,nl,lu,bi,mc,be,td,au,mw,tn,cf,fo,fr,gb,mz,im,ad,je,gg,is,zm,ie,cd,zw,ne,es,gl,cm,dz,cg,sb,nr,sz,gi,mh,ng,pt,tf,ao,ga,gq,bw,ma,hm,ls,bj,st,vu,tg,ml,na,bf,za,nc,gh,eh,mr,tv,ci,nf,gn,ca,lr,sn,fj,sl,gm,gw,wf,pm,tk,ki,ws,cv,to,nz,as,nu,sh,bv,us,bm,ck,aq,pf,bs,mx,ai,tc,ag,vg,gp,kn,vi,ms,dm,pr,mq,cu,bb,do,lc,ht,vc,gd,ky,gf,jm,tt,gs,sr,bz,an,aw,gy,gt,hn,sv,ni,ve,cr,br,pa,co,pn,fk,uy,py,ec,bo,ar,pe,cl
bv,bv,aq,gs,za,ls,sh,na,sz,bw,fk,tf,hm,zw,mz,ao,zm,uy,ar,mw,mg,re,cd,yt,mu,km,cl,ga,tz,st,py,cg,bi,gq,rw,br,ug,ke,lr,cm,ci,gh,cf,tg,bo,ng,bj,sl,sc,gn,bf,gw,so,gm,sn,et,sd,td,ne,ml,io,dj,cv,gf,pe,sr,er,mr,gy,ye,eh,mv,ly,cc,dz,ec,ve,nz,eg,tt,bb,sa,gd,vc,co,ma,lc,mq,om,tn,cx,dm,ae,lk,jo,au,il,qa,gz,bh,an,ms,ag,pn,gp,ps,aw,mt,gi,kn,kw,ai,lb,vg,vi,cy,pa,pr,iq,sy,pt,gr,es,nf,do,cr,it,va,al,ad,ir,sg,tr,mk,ht,me,xk,mc,my,in,sm,bg,ba,tc,jm,rs,ni,hr,tl,fr,am,si,id,ch,li,az,pk,ro,hn,ky,at,cu,hu,sv,ge,ck,nc,je,md,sk,gg,af,pf,lu,to,bm,cz,gt,be,bz,tm,bs,ua,de,bn,nu,nl,kh,pl,th,bd,np,ie,vu,im,fj,uz,mm,tj,gb,by,vn,bt,dk,lt,pg,as,la,ws,wf,lv,sb,pm,kg,ee,no,se,kz,tk,fo,ph,fi,mx,tv,pw,mo,hk,is,ki,nr,us,cn,tw,fm,gu,gl,mh,mn,sj,mp,kr,ru,kp,ca,jp
bw,bw,zw,na,sz,ls,za,zm,mz,mw,ao,cd,tz,bi,rw,mg,km,yt,cg,ug,ga,ke,gq,st,re,cf,mu,sh,cm,so,sc,et,ng,sd,bv,td,dj,bj,tg,gh,er,ci,bf,ne,lr,tf,ye,gn,sl,hm,io,ml,ly,eg,sa,gw,gm,sn,om,mv,ae,jo,qa,il,bh,aq,gz,dz,ps,gs,mr,kw,lb,tn,cy,iq,sy,mt,eh,cv,ir,gr,ma,tr,lk,al,mk,gi,xk,bg,it,am,me,va,az,rs,ba,ge,sm,pk,mc,hr,es,in,ro,ad,pt,si,cc,fk,tm,af,hu,md,at,uy,ch,li,ua,sk,fr,br,cz,uz,lu,pl,de,be,ar,tj,py,je,gg,by,nl,np,lt,cx,bd,kg,lv,dk,kz,my,gf,sg,im,bt,ee,ie,gb,cl,mm,bo,se,sr,no,th,fi,gy,kh,la,fo,id,vn,bb,tt,vc,gd,lc,mq,bn,dm,ag,gp,ms,is,ve,kn,ai,cn,pe,vg,au,vi,tl,mo,hk,pr,an,aw,mn,sj,co,pm,ec,bm,ph,do,ht,tc,tw,gl,ru,pa,jm,cu,bs,cr,ky,nz,pw,ni,kr,kp,pg,hn,sv,bz,nf,gt,jp,nc,gu,mp,pn,sb,fm,us,vu,ca,mx,to,fj,ck,nu,nr,wf,pf,ws,tv,as,mh,tk,ki
by,by,lt,lv,ee,pl,ua,md,sk,ro,se,fi,hu,cz,at,rs,dk,de,bg,si,ba,hr,xk,me,no,mk,li,al,nl,lu,sm,ch,be,gr,ge,tr,it,va,mc,am,fr,gb,az,im,cy,je,gg,fo,mt,sy,lb,ad,ie,ps,gz,il,iq,tn,jo,sj,kz,es,is,tm,eg,uz,ir,kw,pt,ly,gi,dz,bh,sa,tj,qa,ma,kg,af,gl,ae,pk,om,td,ne,ru,er,sd,ye,eh,dj,ml,mr,et,mn,ng,cf,bf,np,cm,bj,tg,so,in,pm,sn,gh,bt,ug,gm,gn,ci,gw,gq,cn,ke,cg,bd,cv,sl,rw,lr,ga,st,bi,cd,mm,tz,lk,mv,sc,kp,ca,la,ao,bm,zm,km,kr,mw,th,yt,mo,hk,io,jp,kh,mz,zw,tw,vn,mg,ai,bw,ag,gp,kn,ms,vg,vi,us,na,my,dm,mq,bb,pr,tc,lc,mu,bs,re,vc,do,gd,sz,sg,ht,tt,gf,cu,ph,sr,ls,jm,gy,an,za,bn,sh,aw,ky,ve,cc,id,bz,mp,cx,hn,mx,ni,gt,co,pw,sv,pa,gu,cr,br,ec,tl,fm,bo,pe,py,tf,bv,pg,mh,uy,hm,nr,au,gs,ar,sb,cl,tv,ki,fk,vu,aq,tk,nc,wf,fj,ws,as,nf,nu,to,pf,pn,ck,nz
bz,bz,gt,hn,sv,ni,ky,cr,jm,cu,pa,bs,mx,ht,tc,do,aw,co,an,pr,us,ec,vi,vg,ve,ai,kn,ms,gp,ag,dm,bm,gd,mq,vc,lc,tt,bb,pe,gy,sr,gf,pm,ca,bo,br,py,cl,pn,uy,ar,gl,cv,is,pf,eh,gm,ie,gw,sn,fo,pt,im,mr,gb,fk,ma,gg,gi,je,sl,es,gn,lr,sj,fr,no,ad,be,nl,ck,ml,lu,dk,ci,ki,ch,de,dz,mc,li,se,bf,gs,gh,cz,fi,sm,at,tk,va,as,it,si,tg,pl,tn,ee,sh,hr,lv,nu,lt,bj,ws,sk,hu,ba,mt,by,ne,me,rs,xk,al,wf,mk,ro,to,ng,gr,md,st,bg,ua,tv,ly,fj,mh,gq,cm,ga,ru,td,tr,cg,nr,cy,bv,ge,nz,aq,cf,lb,eg,gz,ps,il,sy,vu,am,jo,ao,az,nf,nc,cd,jp,kz,na,iq,sd,sb,kp,mn,uz,tm,fm,mp,kr,za,kw,bw,rw,bi,ir,zm,ug,sa,gu,kg,er,tj,zw,ls,bh,qa,et,dj,tz,sz,af,ke,mw,ae,cn,ye,mz,pg,pk,om,so,tw,pw,km,np,hk,mo,yt,bt,ph,mg,bd,au,in,mm,la,hm,sc,tf,vn,th,tl,re,kh,mu,bn,id,mv,lk,my,sg,io,cx,cc
ca,ca,us,gl,pm,mx,bm,bs,is,cu,bz,ky,gt,sj,tc,hn,jm,sv,ht,do,ni,fo,pr,vi,vg,cr,ai,kn,gp,ag,ms,pa,ie,aw,gb,an,no,im,dm,mq,lc,vc,gd,bb,se,fi,dk,gg,tt,je,co,nl,ve,ee,be,ru,lu,lv,de,fr,lt,pt,ec,pl,ch,es,gy,cz,li,by,ad,at,mc,sr,sk,gi,si,gf,hu,sm,hr,ma,va,it,ba,ua,md,ro,pe,rs,me,xk,eh,cv,jp,al,mk,bg,kp,mn,tn,mt,gr,mr,kz,dz,kr,ki,ge,sn,gm,tr,mh,am,bo,gw,az,ml,uz,pf,cy,kg,pn,br,tm,tk,sy,cn,lb,ly,tj,mp,gn,sl,ps,gz,il,iq,jo,bf,as,ne,tv,lr,ws,nr,gu,py,eg,ck,ci,af,ir,tw,fm,wf,kw,gh,nu,tg,bj,pk,hk,mo,np,td,bt,fj,bh,ng,qa,sa,to,cl,uy,ae,bd,cm,pw,mm,sb,la,ph,vu,om,ar,sd,st,gq,in,er,cf,vn,th,ye,ga,pg,nc,kh,dj,cg,et,bn,nf,sh,ug,cd,fk,so,my,rw,lk,id,bi,ke,nz,sg,tl,ao,mv,tz,gs,zm,sc,au,mw,cx,na,km,io,zw,bw,yt,cc,mz,za,mg,sz,ls,bv,mu,re,aq,tf,hm
cc,cc,cx,sg,my,id,bn,io,lk,kh,mv,th,tl,vn,la,mm,ph,bd,au,in,mo,hk,mu,bt,re,sc,pw,np,tw,tf,hm,pg,mg,cn,pk,yt,km,om,so,af,gu,ae,ye,kr,mp,tj,fm,kg,qa,bh,dj,mz,mn,kp,ke,et,ir,mw,uz,tz,tm,sb,sa,jp,sz,er,kw,zw,ug,ls,kz,nc,bi,rw,zm,nf,vu,iq,bw,az,za,nr,sd,am,sy,jo,nz,ge,il,ps,lb,ru,gz,cd,na,eg,cy,mh,tr,ao,cf,fj,tv,aq,cg,td,bv,wf,ua,to,md,bg,ga,cm,ly,gr,ro,gq,mk,by,ws,xk,al,rs,nu,me,tk,as,ng,st,hu,lt,lv,ba,sk,mt,ee,fi,pl,ne,hr,si,ki,cz,at,it,va,sm,tn,se,bj,li,de,tg,ck,ch,mc,sj,dk,gh,lu,no,sh,dz,nl,bf,be,fr,ad,gs,ci,ml,je,gg,gb,es,im,gi,fo,lr,pf,gn,ma,ie,pt,sl,mr,is,eh,fk,sn,gw,gm,gl,cv,pn,ar,uy,cl,ca,py,pm,br,bo,gf,sr,us,bm,gy,bb,pe,mx,lc,mq,tt,dm,vc,ag,gd,gp,ms,kn,ai,vg,vi,ve,pr,ec,tc,do,bs,an,aw,ht,co,cu,jm,gt,ky,bz,sv,pa,hn,cr,ni
cd,cd,cg,ao,bi,rw,ga,cf,zm,ug,gq,tz,cm,mw,st,ke,zw,ng,bw,sd,na,td,mz,et,km,bj,sz,tg,yt,ne,gh,so,dj,er,ls,za,bf,mg,ci,ly,eg,lr,ye,ml,sc,gn,sl,sa,sh,re,il,jo,gz,dz,ps,mu,tn,gw,lb,sn,mt,cy,mr,gm,qa,bh,kw,ae,sy,om,iq,gr,eh,tr,ma,al,mk,xk,it,va,me,bg,ir,gi,rs,ba,sm,am,hr,cv,mc,io,ad,ro,az,es,ge,si,hu,pt,md,mv,at,ch,li,bv,sk,ua,fr,cz,tm,lu,pl,de,be,pk,je,gg,af,nl,by,lt,uz,lk,tf,lv,dk,in,im,tj,ee,ie,gb,se,hm,kz,no,fi,kg,np,gs,fo,bd,aq,bt,br,cc,is,gf,mm,uy,sr,py,my,th,gy,fk,sj,sg,bb,la,cx,ar,tt,lc,mq,vc,kh,gd,bo,dm,pm,ag,gp,ms,kn,gl,cn,ai,mn,vn,vg,vi,ve,bm,pr,cl,ru,an,id,aw,do,mo,bn,hk,tc,ht,pe,co,ec,jm,bs,tw,cu,ph,ky,pa,tl,kp,kr,cr,ni,au,hn,bz,sv,gt,pw,jp,ca,us,pg,mx,gu,mp,nz,fm,nf,sb,nc,pn,vu,nr,mh,fj,to,tv,wf,nu,ck,pf,ws,as,tk,ki
cf,cf,cg,cm,td,cd,sd,gq,ga,rw,ng,ug,bi,st,ne,ao,ke,bj,tz,et,tg,ly,er,zm,gh,dj,eg,bf,mw,so,ci,ml,zw,il,gz,jo,dz,ye,ps,sa,mz,bw,tn,km,na,mt,lr,gn,lb,cy,yt,gr,sl,sy,kw,iq,mr,bh,qa,al,sz,tr,mk,sn,ae,xk,gw,mg,it,va,me,sc,ma,gm,bg,eh,ls,om,za,rs,ba,sm,gi,hr,mc,ro,ad,am,si,ir,es,hu,ge,az,at,md,ch,li,pt,sk,ua,fr,sh,cz,re,lu,mu,cv,pl,de,be,je,gg,nl,by,tm,lt,lv,dk,af,pk,im,uz,ee,mv,io,ie,gb,se,no,fi,tj,kz,in,kg,fo,lk,bv,np,is,bd,bt,tf,sj,mm,gf,hm,br,gl,pm,sr,gs,cc,th,bb,gy,la,mn,mq,lc,my,cn,dm,vc,tt,ag,gd,gp,ru,ms,kn,ai,uy,sg,kh,aq,bm,py,vg,vi,pr,vn,cx,bo,ve,an,do,fk,aw,ar,mo,tc,hk,ht,id,bn,co,bs,cu,jm,cl,tw,pe,kp,ky,ph,ec,kr,pa,cr,ca,ni,hn,tl,bz,us,jp,sv,gt,pw,au,mx,mp,gu,pg,fm,nz,sb,nf,nc,pn,nr,vu,mh,fj,tv,to,wf,nu,ws,ck,pf,as,tk,ki
cg,cg,ga,gq,cd,cm,cf,st,ao,ng,rw,bi,td,bj,ug,tg,zm,gh,sd,ne,tz,bf,ke,mw,ci,na,zw,bw,lr,et,ml,ly,mz,gn,er,sl,dj,km,sz,eg,so,za,dz,ls,yt,gw,sn,mr,gm,tn,sh,mg,ye,il,gz,mt,jo,eh,ps,sa,ma,lb,cy,gr,sc,sy,gi,al,mk,it,va,kw,iq,cv,bh,qa,tr,me,xk,bg,ae,re,ba,sm,es,rs,mc,ad,om,pt,hr,mu,si,ro,hu,ch,li,at,fr,am,ir,md,sk,ge,az,cz,ua,lu,de,be,je,gg,pl,nl,by,bv,lt,tm,io,dk,im,ie,mv,lv,gb,ee,pk,af,se,uz,no,fi,tj,fo,in,lk,kz,tf,kg,br,gs,gf,is,hm,np,sr,uy,gy,py,aq,bb,bd,bt,lc,tt,mq,vc,dm,gd,sj,pm,ag,gp,ms,kn,ai,bo,gl,fk,mm,vg,cc,vi,ar,bm,ve,pr,an,th,aw,my,do,la,cl,tc,sg,ht,cn,mn,kh,cx,ru,co,pe,vn,bs,jm,cu,ec,ky,pa,mo,hk,id,bn,cr,ni,hn,bz,tw,sv,gt,ph,kp,us,ca,kr,tl,au,jp,mx,pw,mp,gu,pg,fm,nz,pn,nf,sb,nc,vu,nr,mh,to,fj,pf,ck,nu,tv,wf,ws,as,tk,ki
